Gene,Pathway,Tissue,GDR,Mutation,D1,D2,D3,D4,D5,D6
G5095,Pathway4,Skin,Moderate,3755,1.03,6.35,4.01,6.39,63,60
G45121,Pathway3,Liver,Limited,1651,0.52,5.24,3.14,5.22,60,57
G41383,Pathway3,Kidney,Noevidence,1221,0.42,4.85,2.98,4.83,61.6,56
G6775,Pathway4,Brain,Moderate,4111,0.93,6.23,3.86,6.33,61.5,57
G3163,Pathway1,Breast,Noevidence,3335,0.7,5.69,3.55,5.76,62,57
G24728,Pathway4,Liver,Moderate,13068,1.51,7.22,4.65,7.3,64,56
G19758,Pathway7,Breast,Limited,8324,1.56,7.49,4.58,7.52,61.1,59
G51075,Pathway3,Kidney,Noevidence,2333,0.54,5.27,3.25,5.25,61.8,55
G52244,Pathway7,Breast,Moderate,2487,0.8,5.91,3.72,5.95,62.7,58
G40450,Pathway2,Blood,Moderate,1140,0.36,4.6,2.83,4.62,61.4,56
G9652,Pathway5,Brain,Limited,4642,1.01,6.44,3.99,6.33,62.5,59
G44523,Pathway1,Liver,Moderate,1601,0.53,5.1,3.24,5.15,63.2,56
G22796,Pathway7,Breast,Noevidence,10821,1.71,7.67,4.71,7.62,61.6,57
G3874,Pathway3,Brain,Noevidence,3481,0.81,5.96,3.72,6,62.3,55
G6523,Pathway4,Skin,Moderate,4066,1.1,6.56,4.15,6.54,63.4,56
G29075,Pathway3,Liver,Noevidence,688,0.32,4.36,2.71,4.37,61.9,57
G8838,Pathway2,Skin,Limited,4478,1.02,6.58,3.97,6.54,60.5,58
G46707,Pathway3,Skin,Limited,1792,0.7,5.75,3.51,5.72,61.2,59
G15001,Pathway5,Skin,Strong,6042,1.3,6.94,4.4,6.87,63.7,57
G53170,Pathway2,Brain,Limited,2629,0.71,5.73,3.49,5.69,61.1,57
G8714,Pathway4,Brain,Noevidence,586,0.37,4.63,2.85,4.65,61.4,56
G16193,Pathway4,Liver,Limited,6471,1.07,6.6,4.01,6.56,60.9,58
G38514,Pathway4,Kidney,Moderate,1033,0.4,4.73,2.9,4.76,61.1,58
G41449,Pathway4,Lymphnode,Noevidence,1229,0.4,4.76,2.95,4.79,61.8,55
G32231,Pathway4,Blood,Noevidence,789,0.31,4.33,2.7,4.36,62.1,55
G17452,Pathway1,Liver,Noevidence,6999,1.01,6.49,3.89,6.52,59.8,56
G38864,Pathway3,Breast,Noevidence,1050,0.4,4.76,2.91,4.73,61.3,56
G30032,Pathway7,Blood,Moderate,718,0.39,4.64,2.89,4.71,61.8,56
G12123,Pathway2,Breast,Limited,5167,0.91,6.23,3.84,6.17,61.9,59
G36434,Pathway1,Liver,Noevidence,942,0.31,4.38,2.7,4.36,61.8,57
G4797,Pathway1,Breast,Noevidence,3696,0.75,5.86,3.65,5.84,62.4,54
G45093,Pathway3,Brain,Limited,1646,0.56,5.36,3.26,5.33,61,58
G26167,Pathway3,Lymphnode,Noevidence,15497,1.21,6.75,4.27,6.84,62.8,56
G24680,Pathway4,Liver,Moderate,13037,1.58,7.59,4.55,7.69,59.6,58
G47836,Pathway2,Kidney,Strong,1906,0.51,5.03,3.2,5.07,63.4,64
G13794,Pathway2,Brain,Noevidence,5622,1,6.39,4.04,6.49,62.7,57
G24369,Pathway2,Breast,Limited,636,0.31,4.35,2.66,4.37,61,60
G11370,Pathway3,Skin,Strong,4998,1.13,6.93,3.9,6.88,56.5,62
G37046,Pathway2,Brain,Strong,967,0.46,4.87,3.07,4.92,62.7,58
G34412,Pathway4,Lymphnode,Noevidence,863,0.3,4.27,2.65,4.29,61.9,57
G44156,Pathway6,Blood,Noevidence,1564,0.54,5.14,3.25,5.22,62.7,57
G50118,Pathway5,Kidney,Noevidence,2210,0.65,5.56,3.44,5.6,61.6,58
G19582,Pathway4,Kidney,Noevidence,8212,1.07,6.51,4.1,6.55,62.8,54
G49522,Pathway7,Brain,Moderate,2123,0.72,5.89,3.41,5.95,57.6,63
G24467,Pathway3,Kidney,Moderate,12736,1.32,6.97,4.31,7.02,61.6,61
G31594,Pathway2,Liver,Limited,367,0.2,3.81,2.32,3.78,61.1,59
G534,Pathway6,Skin,Moderate,2826,0.9,6.17,3.88,6.07,63.5,56
G17904,Pathway1,Skin,Moderate,7230,1.34,6.99,4.37,7.03,62.3,59
G316,Pathway3,Lung,Noevidence,2801,0.96,6.37,3.88,6.41,60.7,55
G23995,Pathway4,Skin,Noevidence,12154,2.03,8.15,4.99,8.07,61.5,57
G10718,Pathway1,Skin,Noevidence,593,0.31,4.37,2.74,4.35,62.8,53
G7140,Pathway2,Skin,Limited,4177,1.11,6.68,4.07,6.66,61,60
G12579,Pathway5,Skin,Moderate,5280,1.2,6.76,4.24,6.91,62,58
G45795,Pathway2,Liver,Noevidence,1709,0.51,5.2,3.2,5.18,61.7,53
G33302,Pathway2,Lung,Limited,826,0.51,5.29,3.05,5.23,58,60
G26198,Pathway4,Liver,Limited,15568,1.7,7.64,4.75,7.54,62.6,61
G46113,Pathway5,Blood,Noevidence,1743,0.53,5.18,3.24,5.2,62.4,54
G37348,Pathway3,Kidney,Moderate,982,0.4,4.76,2.89,4.79,60.5,57
G48110,Pathway4,Kidney,Noevidence,1935,0.5,5.09,3.16,5.05,62.3,56
G41731,Pathway2,Kidney,Noevidence,1243,0.41,4.82,2.93,4.79,61,56
G37673,Pathway2,Brain,Limited,992,0.42,4.78,2.99,4.74,62.8,59
G44912,Pathway3,Liver,Moderate,1631,0.53,5.17,3.21,5.2,61.9,58
G44689,Pathway1,Brain,Noevidence,1611,0.55,5.28,3.25,5.33,61.3,56
G37042,Pathway3,Blood,Noevidence,967,0.34,4.5,2.77,4.53,61.4,57
G31244,Pathway3,Liver,Noevidence,757,0.31,4.37,2.71,4.39,61.9,55
G53693,Pathway3,Lung,Strong,2717,1,6.26,4.03,6.3,64.2,59
G2491,Pathway3,Brain,Moderate,3195,0.91,6.1,3.85,6.06,63.3,60
G22231,Pathway3,Breast,Moderate,10284,1.26,6.83,4.3,6.94,62.5,58
G15224,Pathway7,Skin,Strong,6112,1.62,7.33,4.73,7.41,64.2,62
G6551,Pathway3,Skin,Limited,4072,1.01,6.49,4.01,6.43,62,59
G18874,Pathway3,Liver,Noevidence,7740,1.11,6.65,4.1,6.67,61.6,57
G281,Pathway1,Skin,Limited,2795,0.72,5.73,3.54,5.69,62,60
G39606,Pathway3,Brain,Noevidence,491,0.32,4.44,2.73,4.47,61.3,55
G40950,Pathway3,Brain,Strong,500,0.3,4.21,2.69,4.26,63.5,57
G53839,Pathway1,Brain,Strong,2738,0.8,5.88,3.72,5.8,63.7,57
G38575,Pathway5,Breast,Limited,1035,0.4,4.74,2.94,4.69,62.4,60
G1000,Pathway7,Skin,Limited,2898,1.12,6.68,4.03,6.61,60.6,59
G14998,Pathway6,Skin,Moderate,6041,1.35,7.09,4.34,7.15,61,60
G4599,Pathway5,Skin,Strong,3656,1.02,6.41,4.09,6.37,64,57
G3965,Pathway3,Skin,Limited,3507,0.9,6.08,3.77,6.04,62.2,61
G28724,Pathway2,Liver,Limited,680,0.31,4.29,2.7,4.33,62.6,58
G31791,Pathway2,Brain,Limited,773,0.42,4.78,3,4.79,62.7,59
G45956,Pathway5,Blood,Noevidence,1723,0.54,5.21,3.2,5.25,61.2,57
G23153,Pathway6,Blood,Noevidence,11168,1.52,7.37,4.55,7.34,61.9,56
G1655,Pathway1,Liver,Noevidence,3020,0.71,5.81,3.52,5.85,60.4,53
G26327,Pathway5,Liver,Noevidence,15829,2,8.03,4.99,7.94,62.4,55
G38828,Pathway5,Breast,Noevidence,1048,0.42,4.87,2.96,4.8,61.2,57
G46621,Pathway5,Breast,Limited,526,0.3,4.3,2.65,4.33,61.4,59
G34468,Pathway6,Lymphnode,Noevidence,865,0.39,4.73,2.88,4.75,60.8,56
G41233,Pathway1,Breast,Noevidence,1207,0.43,4.85,3.01,4.87,61.9,55
G19240,Pathway4,Kidney,Moderate,7975,1.07,6.46,4.09,6.56,62.8,57
G26587,Pathway6,Liver,Moderate,16304,2.01,8.13,4.86,8.19,59.6,60
G7741,Pathway7,Breast,Noevidence,4278,0.97,6.37,3.92,6.41,61.3,57
G33176,Pathway2,Skin,Noevidence,818,0.41,4.73,2.97,4.7,63,57
G52380,Pathway4,Liver,Moderate,2507,0.7,5.63,3.51,5.71,61.9,55
G14508,Pathway5,Breast,Limited,5860,1.09,6.71,4.03,6.67,60.2,59
G51949,Pathway5,Lymphnode,Noevidence,2441,0.52,5.19,3.2,5.23,61.4,56
G32647,Pathway5,Kidney,Noevidence,802,0.31,4.36,2.69,4.34,61.8,56
G52330,Pathway5,Liver,Limited,2496,0.75,5.93,3.53,6.02,59.1,58
G7135,Pathway7,Skin,Noevidence,4174,1.01,6.5,4.01,6.43,61.9,55
G43290,Pathway5,Liver,Noevidence,507,0.31,4.36,2.68,4.4,61.2,56
G14531,Pathway2,Brain,Moderate,5865,1,6.45,3.89,6.49,60.1,60
G46239,Pathway3,Liver,Noevidence,1753,0.53,5.26,3.2,5.22,61.1,56
G25358,Pathway1,Kidney,Moderate,642,0.28,4.18,2.61,4.21,62.2,59
G6993,Pathway6,Skin,Moderate,4155,1.02,6.37,4.04,6.41,63.2,60
G424,Pathway7,Brain,Definitive,2812,0.99,6.72,3.68,6.67,55,61
G1340,Pathway3,Kidney,Noevidence,2961,0.63,5.48,3.42,5.5,62.3,56
G23477,Pathway7,Skin,Moderate,11475,2.02,7.94,5.07,8.02,63.5,57
G29135,Pathway5,Blood,Moderate,692,0.33,4.43,2.78,4.47,62.5,55
G48551,Pathway3,Liver,Limited,1989,0.54,5.22,3.22,5.16,62,59
G50781,Pathway4,Liver,Moderate,2302,0.7,5.69,3.58,5.66,63.1,58
G18890,Pathway6,Brain,Definitive,7746,1.52,7.24,4.68,7.21,64.6,58
G32785,Pathway2,Breast,Noevidence,804,0.31,4.44,2.66,4.39,60.2,56
G6385,Pathway2,Blood,Moderate,576,0.25,3.99,2.52,4.02,62.9,59
G38177,Pathway5,Skin,Limited,1015,0.53,5.16,3.23,5.18,62.5,60
G36776,Pathway4,Lymphnode,Noevidence,956,0.3,4.31,2.67,4.3,62,56
G14223,Pathway2,Lung,Strong,5765,1.68,7.44,4.8,7.48,64.3,60
G52867,Pathway2,Skin,Limited,2580,0.76,5.89,3.57,5.85,60.8,57
G36653,Pathway7,Breast,Limited,949,0.35,5.67,3.53,5.64,62.4,58
G44772,Pathway1,Blood,Noevidence,1621,0.42,4.82,2.96,4.79,61.6,56
G8422,Pathway7,Brain,Noevidence,4405,1.05,6.54,4.04,6.56,61.7,55
G38540,Pathway1,Liver,Noevidence,1033,0.34,4.48,2.78,4.45,62.3,55
G42464,Pathway2,Brain,Strong,1316,0.5,4.99,3.17,5.03,63.3,58
G50244,Pathway5,Skin,Limited,2234,0.75,5.79,3.59,5.73,62.3,57
G6494,Pathway6,Skin,Limited,4061,1.02,6.41,3.97,6.36,62.2,58
G43976,Pathway6,Breast,Noevidence,518,0.3,4.24,2.67,4.29,62.6,54
G16889,Pathway4,Brain,Noevidence,6741,1.14,6.71,4.15,6.75,61.7,56
G15340,Pathway3,Liver,Moderate,6159,1.01,6.38,3.97,6.42,62,59
G36414,Pathway2,Breast,Noevidence,942,0.31,4.4,2.65,4.37,60.4,57
G11909,Pathway1,Brain,Moderate,5122,1.01,6.36,3.97,6.4,62.2,58
G8888,Pathway5,Brain,Moderate,4487,1.02,6.31,4.02,6.35,63.5,55
G21788,Pathway4,Kidney,Noevidence,9856,1.1,6.69,4.09,6.73,61,56
G48075,Pathway2,Skin,Strong,1929,0.7,5.68,3.59,5.56,63.9,59
G9785,Pathway5,Brain,Definitive,4665,1,6.03,4.05,5.95,67.6,59
G52249,Pathway5,Breast,Noevidence,2487,0.71,5.75,3.48,5.79,60.3,59
G30485,Pathway1,Brain,Limited,732,0.31,4.41,2.68,4.35,61.2,60
G7270,Pathway6,Brain,Noevidence,4200,1,6.45,3.94,6.39,61.4,56
G11853,Pathway5,Brain,Noevidence,5102,1.04,6.45,4.03,6.48,62.3,57
G32084,Pathway2,Breast,Noevidence,781,0.33,4.49,2.69,4.54,59.6,56
G18385,Pathway3,Breast,Noevidence,618,0.26,4.11,2.57,4.13,62.4,53
G24834,Pathway6,Skin,Noevidence,13229,2.02,8.12,4.99,8.05,61.7,57
G10300,Pathway5,Brain,Noevidence,4759,1.03,6.56,4.01,6.59,61,55
G8577,Pathway2,Brain,Limited,4435,1,6.52,3.91,6.43,60.3,62
G41463,Pathway4,Blood,Noevidence,1230,0.41,4.78,2.95,4.76,61.8,55
G32472,Pathway1,Liver,Limited,794,0.37,4.66,2.83,4.69,60.5,59
G5860,Pathway5,Liver,Strong,3921,0.91,6.13,3.88,6.16,63.1,59
G48922,Pathway5,Liver,Moderate,2042,0.7,5.66,3.52,5.73,61.8,58
G41344,Pathway6,Liver,Noevidence,1216,0.55,5.28,3.26,5.36,61.3,54
G16495,Pathway4,Liver,Noevidence,6591,1.02,6.4,4.02,6.44,62.6,56
G36568,Pathway4,Blood,Limited,945,0.3,4.26,2.65,4.21,62.6,62
G41416,Pathway1,Liver,Noevidence,1226,0.4,4.75,2.94,4.79,61.6,55
G16854,Pathway5,Breast,Limited,6720,1.2,6.98,4.07,6.93,58.5,61
G41347,Pathway2,Blood,Moderate,1217,0.4,4.77,2.87,4.8,60,58
G48715,Pathway1,Breast,Noevidence,2010,0.52,5.2,3.18,5.23,61,56
G14623,Pathway5,Breast,Noevidence,5902,1.21,6.79,4.19,6.75,62,57
G20083,Pathway5,Breast,Noevidence,8558,1.33,7.18,4.27,7.22,59.3,57
G28658,Pathway4,Blood,Noevidence,676,0.31,4.37,2.65,4.43,60.2,58
G2960,Pathway1,Kidney,Definitive,3296,0.7,5.72,3.37,5.81,58.5,62
G24630,Pathway6,Skin,Strong,12964,2.01,8.09,4.8,8.14,59.1,59
G40206,Pathway7,Liver,Moderate,1122,0.53,5.18,3.26,5.12,63.3,56
G36419,Pathway1,Brain,Limited,942,0.42,4.79,3.01,4.77,63,59
G28807,Pathway2,Breast,Noevidence,682,0.31,4.37,2.65,4.39,60.5,60
G46807,Pathway2,Liver,Moderate,1807,0.57,5.29,3.28,5.27,62.1,59
G22367,Pathway5,Liver,Moderate,628,0.31,4.34,2.75,4.32,63.5,57
G24796,Pathway2,Brain,Noevidence,13171,1.55,7.36,4.54,7.4,61.5,56
G34950,Pathway6,Skin,Noevidence,379,0.31,4.39,2.69,4.43,61,56
G27602,Pathway5,Skin,Noevidence,18462,2.1,8.17,5.14,8.13,63.1,55
G51109,Pathway6,Liver,Noevidence,2337,0.72,5.76,3.54,5.82,61.1,56
G3811,Pathway2,Breast,Strong,3466,0.73,5.88,3.48,5.92,59,61
G25049,Pathway3,Brain,Moderate,641,0.3,4.26,2.69,4.21,63.5,57
G20644,Pathway4,Kidney,Noevidence,8932,1.1,6.68,4.13,6.64,62,56
G8176,Pathway3,Skin,Limited,4363,1.05,6.55,4.09,6.48,62.8,55
G16152,Pathway3,Brain,Noevidence,6456,1.22,6.87,4.29,6.79,62.8,55
G19454,Pathway4,Liver,Strong,8099,1.21,6.74,4.28,6.67,63.8,56
G32694,Pathway4,Breast,Moderate,802,0.31,4.29,2.71,4.28,63.2,56
G40638,Pathway2,Breast,Limited,1153,0.41,4.77,2.95,4.74,62,57
G4417,Pathway5,Blood,Noevidence,3611,0.7,5.7,3.5,5.78,60.9,57
G40439,Pathway1,Skin,Strong,1138,0.52,5.17,3.21,5.21,61.8,58
G48342,Pathway3,Breast,Moderate,1961,0.51,5.15,3.14,5.18,60.8,59
G46337,Pathway4,Liver,Noevidence,1758,0.58,5.38,3.32,5.34,61.9,56
G6841,Pathway1,Skin,Limited,4123,0.91,6.24,3.83,6.29,61.1,60
G25625,Pathway5,Skin,Moderate,14498,2.02,8.07,4.93,8.15,60.8,60
G2430,Pathway4,Kidney,Noevidence,3183,0.73,5.74,3.61,5.81,61.9,56
G9710,Pathway2,Liver,Noevidence,589,0.31,4.36,2.71,4.38,62,56
G24350,Pathway3,Brain,Noevidence,12616,1.53,7.35,4.57,7.37,62.2,55
G20932,Pathway5,Brain,Noevidence,9139,1.7,7.71,4.71,7.68,61.2,57
G15962,Pathway5,Brain,Moderate,6387,1.22,6.78,4.29,6.73,63.5,55
G40973,Pathway3,Breast,Noevidence,1180,0.41,4.76,2.94,4.79,61.7,56
G13288,Pathway1,Brain,Limited,5488,1,6.38,3.91,6.34,61.5,60
G37958,Pathway3,Breast,Noevidence,1007,0.41,4.75,2.98,4.77,62.6,55
G35587,Pathway4,Liver,Noevidence,907,0.42,4.8,3,4.83,62.2,54.1
G21471,Pathway6,Breast,Strong,9569,1.51,7.23,4.5,7.29,62,56
G40375,Pathway3,Lymphnode,Moderate,1131,0.39,4.73,2.89,4.77,60.8,55
G18444,Pathway7,Liver,Noevidence,7503,1.5,7.45,4.44,7.36,60,57
G44654,Pathway4,Brain,Noevidence,522,0.35,4.54,2.79,4.56,61.3,56
G35585,Pathway3,Liver,Limited,906,0.35,4.52,2.78,4.48,61.8,58
G3556,Pathway2,Breast,Moderate,3416,0.74,5.68,3.59,5.76,62.8,59
G28887,Pathway5,Blood,Moderate,684,0.3,4.27,2.7,4.3,63,54
G4572,Pathway3,Liver,Noevidence,3648,0.76,5.83,3.62,5.86,61.9,57
G42417,Pathway3,Skin,Moderate,1311,0.66,5.62,3.47,5.64,61.6,54
G1587,Pathway5,Breast,Limited,3008,0.82,5.96,3.72,5.94,62.5,59
G26154,Pathway7,Liver,Limited,15465,2.18,8.46,5.07,8.41,60.1,58
G39215,Pathway1,Breast,Moderate,1066,0.42,4.81,2.94,4.88,60.7,60
G44711,Pathway1,Brain,Limited,1614,0.61,5.37,3.3,5.34,61.6,58
G47319,Pathway2,Kidney,Moderate,530,0.23,4.03,2.43,4.07,60,56
G27814,Pathway4,Lymphnode,Noevidence,650,0.28,4.19,2.58,4.21,61.5,57
G7114,Pathway4,Skin,Limited,4170,1,6.36,3.97,6.3,62.7,59
G35101,Pathway3,Lymphnode,Noevidence,886,0.3,4.32,2.66,4.34,61.4,56
G10962,Pathway3,Skin,Definitive,4903,1.18,7.15,3.95,7.01,55.9,64
G49413,Pathway6,Kidney,Moderate,2106,0.7,5.79,3.43,5.91,58.6,60
G6646,Pathway6,Skin,Noevidence,4092,1.06,6.55,4.03,6.59,61.3,56
G19218,Pathway5,Lung,Strong,7959,2.01,7.91,4.89,7.94,61.7,63
G15151,Pathway6,Brain,Noevidence,6090,1.11,6.61,4.09,6.64,61.7,57
G13365,Pathway3,Breast,Moderate,419,0.24,4.02,2.42,4.06,59.9,58
G46765,Pathway2,Liver,Noevidence,1801,0.53,5.23,3.2,5.18,61.5,56
G18084,Pathway7,Liver,Strong,7308,1.5,7.23,4.59,7.2,63.6,58
G27641,Pathway5,Brain,Limited,18559,2.09,8.3,5.05,8.23,61.1,56
G14028,Pathway1,Brain,Noevidence,5702,1.01,6.39,3.98,6.45,62,55
G4042,Pathway7,Skin,Noevidence,3528,1,6.41,3.96,6.34,62.1,56
G47302,Pathway6,Brain,Noevidence,395,0.31,4.39,2.7,4.42,61.3,55
G19083,Pathway5,Breast,Limited,7855,1.3,6.98,4.29,6.96,61.5,58
G1378,Pathway2,Breast,Moderate,2967,0.7,5.69,3.52,5.75,61.5,56
G7754,Pathway1,Blood,Noevidence,4281,0.64,5.57,3.43,5.59,61.5,56
G27206,Pathway6,Breast,Noevidence,17523,2.01,8,4.99,7.96,62.5,56
G47365,Pathway5,Blood,Noevidence,1846,0.54,5.28,3.2,5.33,60.3,56
G33565,Pathway6,Skin,Limited,830,0.45,4.96,3.02,4.92,60.1,59
G21698,Pathway6,Blood,Limited,626,0.34,4.45,2.79,4.47,62.6,58
G7691,Pathway5,Brain,Moderate,4276,1.1,6.53,4.13,6.59,63,58
G1565,Pathway3,Blood,Noevidence,3005,0.55,5.3,3.26,5.35,61.2,54
G44027,Pathway2,Brain,Limited,1546,0.51,5.09,3.17,5.06,62.5,57
G20426,Pathway4,Breast,Limited,8779,1.22,6.91,4.23,6.89,61.3,58
G21652,Pathway2,Brain,Noevidence,9744,1.5,7.36,4.58,7.31,62.4,56
G44794,Pathway4,Breast,Noevidence,1624,0.5,5.07,3.17,5.11,62.3,55
G8497,Pathway4,Breast,Noevidence,4420,0.86,6.05,3.78,6.1,62.2,57
G32439,Pathway3,Brain,Moderate,792,0.43,4.81,3.01,4.84,62.4,56
G5910,Pathway4,Skin,Noevidence,3936,1.06,6.54,4.06,6.49,62.3,55
G3865,Pathway4,Skin,Limited,3478,0.9,6.17,3.84,6.13,62.4,55
G13927,Pathway5,Liver,Limited,5666,1.02,6.56,3.98,6.49,61,58
G35852,Pathway2,Blood,Noevidence,917,0.33,4.43,2.75,4.45,61.9,54
G47849,Pathway2,Liver,Limited,1908,0.53,5.33,3.1,5.26,58.5,61
G43702,Pathway3,Liver,Moderate,1436,0.5,5.05,3.18,5.07,62.8,56
G39241,Pathway5,Brain,Moderate,1068,0.5,5.01,3.16,5.04,62.9,58
G44414,Pathway4,Liver,Noevidence,1586,0.52,5.15,3.2,5.19,61.9,55
G33895,Pathway2,Liver,Noevidence,844,0.3,4.32,2.67,4.28,62.1,55
G12076,Pathway5,Brain,Noevidence,5158,1.01,6.48,3.99,6.44,61.8,54
G17547,Pathway4,Breast,Limited,7059,1.01,6.52,3.95,6.49,60.7,58
G27186,Pathway7,Brain,Moderate,17472,2.44,8.58,5.41,8.62,62.9,53
G25086,Pathway4,Breast,Limited,13609,1.54,7.34,4.55,7.37,61.9,59
G33118,Pathway4,Blood,Noevidence,816,0.31,4.31,2.71,4.36,62.5,57
G34201,Pathway3,Liver,Noevidence,854,0.33,4.42,2.73,4.4,61.9,57
G22491,Pathway5,Brain,Moderate,10521,1.62,7.4,4.66,7.45,62.8,59
G18237,Pathway4,Liver,Moderate,7405,1.1,6.57,4.09,6.63,61.9,56.7
G47186,Pathway4,Breast,Noevidence,1837,0.57,5.32,3.32,5.35,62.3,53.7
G30420,Pathway4,Kidney,Moderate,730,0.32,4.36,2.72,4.38,62.2,57
G29443,Pathway1,Brain,Moderate,701,0.38,4.67,2.87,4.7,61.3,57
G28598,Pathway4,Liver,Moderate,675,0.3,4.28,2.69,4.25,63.1,56
G11918,Pathway6,Brain,Noevidence,5124,1.21,6.78,4.24,6.81,62.4,55
G25298,Pathway3,Lymphnode,Moderate,13953,1.25,6.96,4.22,7.03,60.3,58
G9747,Pathway5,Brain,Limited,4659,1.04,6.67,3.89,6.64,58.5,62
G709,Pathway3,Kidney,Limited,2854,0.68,5.67,3.49,5.64,61.7,57
G36668,Pathway1,Breast,Noevidence,949,0.3,4.27,2.65,4.3,61.8,57
G52362,Pathway6,Brain,Moderate,2502,0.71,5.86,3.51,5.83,60,56
G42225,Pathway2,Skin,Noevidence,1290,0.52,5.12,3.21,5.08,62.9,56
G25393,Pathway6,Brain,Limited,14095,2.22,8.33,5.21,8.28,62.7,58
G35218,Pathway3,Lymphnode,Noevidence,892,0.3,4.32,2.64,4.35,60.9,56
G33403,Pathway3,Lymphnode,Noevidence,828,0.28,4.2,2.61,4.17,62.4,55
G53186,Pathway4,Brain,Limited,2631,0.75,5.87,3.56,5.83,60.9,58
G27316,Pathway1,Skin,Limited,17835,2,8.2,5.02,8.09,61.6,59
G45361,Pathway2,Liver,Moderate,1665,0.52,5.16,3.21,5.17,62.2,56
G29330,Pathway5,Breast,Limited,698,0.31,4.31,2.7,4.29,62.8,58
G36440,Pathway1,Liver,Noevidence,942,0.31,4.41,2.72,4.35,62.1,54
G34844,Pathway4,Kidney,Limited,878,0.3,4.35,2.65,4.31,61.2,59
G3885,Pathway6,Breast,Limited,3484,0.9,6.2,3.78,6.15,61.2,61
G10986,Pathway2,Brain,Strong,4912,1.01,6.34,4.01,6.37,63.1,60
G46324,Pathway5,Brain,Moderate,1757,0.69,5.66,3.55,5.72,62.5,57.6
G13567,Pathway5,Breast,Strong,5555,1.05,6.4,4.07,6.45,63.3,57
G8691,Pathway4,Skin,Noevidence,4459,1.06,6.53,4.07,6.56,62.2,55
G11190,Pathway5,Skin,Limited,4956,1.18,6.81,4.17,6.73,61.6,57
G18825,Pathway1,Blood,Limited,7711,0.9,6.18,3.77,6.12,61.3,59
G24886,Pathway4,Skin,Strong,13317,2.15,8.23,5.2,8.08,63.8,58
G45371,Pathway4,Brain,Noevidence,1665,0.53,5.19,3.21,5.24,61.6,57
G25025,Pathway2,Breast,Definitive,640,0.3,4.47,2.52,4.49,56.3,62
G39189,Pathway1,Liver,Noevidence,1063,0.35,4.55,2.8,4.51,61.8,56
G30825,Pathway6,Kidney,Limited,743,0.33,4.44,2.7,4.41,61,59
G17434,Pathway1,Skin,Limited,6988,1.41,7.19,4.38,7.15,61.1,56
G27337,Pathway5,Skin,Limited,17892,2.28,8.4,5.23,8.44,62.1,59
G36534,Pathway3,Liver,Limited,945,0.42,4.82,2.95,4.75,61.7,59
G9391,Pathway3,Brain,Limited,4586,1,6.38,3.91,6.35,61.4,60
G31293,Pathway1,Liver,Noevidence,758,0.32,4.41,2.74,4.44,61.9,55
G38924,Pathway3,Skin,Limited,1052,0.51,5.26,3.05,5.24,58.1,59
G15459,Pathway1,Liver,Moderate,6190,1,6.35,3.9,6.39,61.2,61
G21559,Pathway3,Lymphnode,Strong,9660,1,6.42,3.89,6.4,60.7,64
G2874,Pathway2,Breast,Definitive,3276,0.9,5.94,4,5.9,67.6,56
G51198,Pathway4,Kidney,Moderate,2351,0.61,5.4,3.38,5.45,62.3,59
G26111,Pathway6,Liver,Limited,15379,2.01,7.98,4.98,8.06,62.1,59
G30348,Pathway1,Breast,Noevidence,727,0.33,4.46,2.73,4.48,61.1,57
G38571,Pathway6,Kidney,Noevidence,1035,0.4,4.77,2.95,4.74,62,56
G2154,Pathway4,Kidney,Noevidence,3127,0.73,5.81,3.58,5.75,61.9,56
G34667,Pathway2,Liver,Limited,872,0.31,4.34,2.67,4.31,61.7,58
G46513,Pathway1,Brain,Noevidence,1779,0.63,5.52,3.39,5.58,61.1,56
G11201,Pathway6,Liver,Limited,4958,1.16,6.74,4.17,6.67,62.2,58
G15668,Pathway4,Liver,Limited,6284,1.1,6.67,4.01,6.58,60.5,60
G31085,Pathway5,Blood,Noevidence,752,0.33,4.46,2.76,4.48,61.7,56
G15950,Pathway6,Breast,Noevidence,6380,1.2,6.82,4.2,6.84,61.5,59
G22308,Pathway1,Liver,Noevidence,10350,1.1,6.63,4.1,6.67,61.7,56
G21270,Pathway7,Lymphnode,Limited,9424,1.53,7.41,4.54,7.45,61.1,58
G48096,Pathway4,Blood,Noevidence,1933,0.51,5.2,3.15,5.22,60.4,57
G23850,Pathway4,Brain,Definitive,11935,2,7.82,5.09,7.73,65.5,58
G10770,Pathway5,Skin,Limited,4854,1.24,6.92,4.28,6.88,62.1,58
G22591,Pathway6,Breast,Noevidence,10641,1.52,7.32,4.58,7.36,62.4,57
G26577,Pathway5,Skin,Limited,16287,2.01,8.14,4.91,8.09,60.5,61
G46794,Pathway4,Kidney,Limited,1806,0.5,5.1,3.16,5.07,62.1,61
G42334,Pathway4,Blood,Noevidence,1297,0.45,4.91,3.03,4.95,61.5,57
G27435,Pathway3,Liver,Noevidence,18055,1.7,7.65,4.75,7.61,62.3,56
G26472,Pathway2,Liver,Limited,16049,1.53,7.35,4.52,7.32,61.6,58
G17813,Pathway4,Liver,Noevidence,7179,1.01,6.4,3.97,6.44,61.9,56
G33608,Pathway1,Skin,Noevidence,462,0.31,4.35,2.72,4.38,62.3,56
G21159,Pathway6,Brain,Noevidence,9315,1.53,7.37,4.6,7.4,62.3,56
G5687,Pathway5,Liver,Moderate,3887,0.91,6.19,3.82,6.21,61.6,60
